"","hgnc_id","fusil"
"936","HGNC:29216","SV"
"937","HGNC:5196","VP"
"938","HGNC:8779","VP"
"939","HGNC:9987","VP"
"940","HGNC:1907","VP"
"941","HGNC:6545","CL"
"942","HGNC:6514","VP"
"943","HGNC:1690","VP"
"944","HGNC:19097","DL"
"945","HGNC:19048","VP"
"946","HGNC:12457","DL"
"947","HGNC:9581","VP"
"948","HGNC:1502","VP"
"949","HGNC:9386","VP"
"950","HGNC:6708","DL"
"951","HGNC:1876","CL"
"952","HGNC:9377","VP"
"953","HGNC:9379","SV"
"954","HGNC:326","SV"
"955","HGNC:10972","VP"
"956","HGNC:5144","VP"
"957","HGNC:3712","VP"
"958","HGNC:6230","VP"
"959","HGNC:11868","VP"
"960","HGNC:30858","CL"
"961","HGNC:1704","VP"
"962","HGNC:7193","DL"
"963","HGNC:7193","DL"
"964","HGNC:12003","SV"
"965","HGNC:2380","DL"
"966","HGNC:20763","DL"
"967","HGNC:10757","DL"
"968","HGNC:571","VP"
"969","HGNC:2013","VP"
"970","HGNC:574","VP"
"971","HGNC:7673","DL"
"972","HGNC:12754","CL"
"973","HGNC:3522","DL"
"974","HGNC:8538","VN"
"975","HGNC:11065","DL"
"976","HGNC:18290","DL"
"977","HGNC:9968","CL"
"978","HGNC:18010","VP"
"979","HGNC:15968","VP"
"980","HGNC:890","VP"
"981","HGNC:11186","SV"
"982","HGNC:14007","VP"
"983","HGNC:4216","DL"
"984","HGNC:10740","VP"
"985","HGNC:11246","DL"
"986","HGNC:6163","DL"
"987","HGNC:13404","VP"
"988","HGNC:6184","VP"
"989","HGNC:6183","VP"
"990","HGNC:5960","SV"
"991","HGNC:1739","CL"
"992","HGNC:18315","VP"
"993","HGNC:9689","DL"
"994","HGNC:360","VP"
"995","HGNC:20869","DL"
"996","HGNC:2550","SV"
"997","HGNC:10493","VP"
"998","HGNC:7434","SV"
"999","HGNC:8535","VP"
"1000","HGNC:1144","VP"
"1001","HGNC:11344","DL"
"1002","HGNC:4242","VP"
"1003","HGNC:5989","VP"
"1004","HGNC:5989","VP"
"1005","HGNC:18337","VP"
"1006","HGNC:18341","SV"
"1007","HGNC:18367","VP"
"1008","HGNC:18368","VN"
"1009","HGNC:172","DL"
"1010","HGNC:3167","VP"
"1011","HGNC:10496","SV"
"1012","HGNC:7567","VP"
"1013","HGNC:7578","DL"
"1014","HGNC:2439","SV"
"1015","HGNC:2468","CL"
"1016","HGNC:220","VP"
"1017","HGNC:8537","VP"
"1018","HGNC:2501","VP"
"1019","HGNC:16995","VP"
"1020","HGNC:8590","VP"
"1021","HGNC:8591","DL"
"1022","HGNC:3218","VP"
"1023","HGNC:30841","VP"
"1024","HGNC:3978","VP"
"1025","HGNC:3978","VP"
"1026","HGNC:7800","VP"
"1027","HGNC:12998","CL"
"1028","HGNC:270","SV"
"1029","HGNC:11941","VP"
"1030","HGNC:4313","DL"
"1031","HGNC:30635","VP"
"1032","HGNC:639","VP"
"1033","HGNC:2191","VP"
"1034","HGNC:2675","VN"
"1035","HGNC:7613","VN"
"1036","HGNC:885","VP"
"1037","HGNC:6252","VP"
"1038","HGNC:4249","CL"
"1039","HGNC:9033","VP"
"1040","HGNC:7679","VP"
"1041","HGNC:15478","VP"
"1042","HGNC:4504","DL"
"1043","HGNC:2150","VP"
"1044","HGNC:12741","DL"
"1045","HGNC:19343","VP"
"1046","HGNC:29011","VP"
"1047","HGNC:15574","DL"
"1048","HGNC:9970","CL"
"1049","HGNC:11501","VN"
"1050","HGNC:20250","VP"
"1051","HGNC:4518","VP"
"1052","HGNC:17166","VP"
"1053","HGNC:7432","DL"
"1054","HGNC:10985","DL"
"1055","HGNC:7035","VP"
"1056","HGNC:12566","SV"
"1057","HGNC:13203","VP"
"1058","HGNC:3750","CL"
"1059","HGNC:6348","VP"
"1060","HGNC:2549","DL"
"1061","HGNC:19694","VP"
"1062","HGNC:13178","VP"
"1063","HGNC:6702","SV"
"1064","HGNC:11913","VP"
"1065","HGNC:162","VP"
"1066","HGNC:11254","DL"
"1067","HGNC:9019","VP"
"1068","HGNC:8810","VP"
"1069","HGNC:4854","CL"
"1070","HGNC:8638","VP"
"1071","HGNC:7864","DL"
"1072","HGNC:352","VP"
"1073","HGNC:13433","DL"
"1074","HGNC:5164","VP"
"1075","HGNC:13179","VP"
"1076","HGNC:704","VP"
"1077","HGNC:16964","CL"
"1078","HGNC:6367","VN"
"1079","HGNC:29912","VP"
"1080","HGNC:12684","VP"
"1081","HGNC:6369","VP"
"1082","HGNC:12311","VP"
"1083","HGNC:7208","VP"
"1084","HGNC:2895","SV"
"1085","HGNC:7096","VN"
"1086","HGNC:1372","VP"
"1087","HGNC:21698","VP"
"1088","HGNC:2901","VN"
"1089","HGNC:6216","SV"
"1090","HGNC:16977","VP"
"1091","HGNC:690","DL"
"1092","HGNC:689","CL"
"1093","HGNC:17655","SV"
"1094","HGNC:7746","VN"
"1095","HGNC:1919","CL"
"1096","HGNC:6494","VP"
"1097","HGNC:1918","VP"
"1098","HGNC:20457","VP"
"1099","HGNC:1873","CL"
"1100","HGNC:18795","VP"
"1101","HGNC:15710","DL"
"1102","HGNC:11281","VP"
"1103","HGNC:744","DL"
"1104","HGNC:16920","VP"
"1105","HGNC:6737","SV"
"1106","HGNC:13743","DL"
"1107","HGNC:5958","CL"
"1108","HGNC:15533","VP"
"1109","HGNC:10750","SV"
"1110","HGNC:10583","VP"
"1111","HGNC:2054","VP"
"1112","HGNC:8571","VP"
"1113","HGNC:202","SV"
"1114","HGNC:9558","CL"
"1115","HGNC:10907","VP"
"1116","HGNC:11015","VP"
"1117","HGNC:10979","DL"
"1118","HGNC:10979","DL"
"1119","HGNC:16466","DL"
"1120","HGNC:2252","VP"
"1121","HGNC:1152","VP"
"1122","HGNC:30322","VN"
"1123","HGNC:2088","DL"
"1124","HGNC:6758","DL"
"1125","HGNC:17038","VP"
"1126","HGNC:30142","VN"
"1127","HGNC:11848","VN"
"1128","HGNC:2905","VP"
"1129","HGNC:9571","DL"
"1130","HGNC:4024","SV"
"1131","HGNC:9621","VN"
"1132","HGNC:6201","DL"
"1133","HGNC:339","SV"
"1134","HGNC:12768","CL"
"1135","HGNC:4036","VP"
"1136","HGNC:2760","VN"
"1137","HGNC:12636","VN"
"1138","HGNC:10380","CL"
"1139","HGNC:4490","VP"
"1140","HGNC:10057","VP"
"1141","HGNC:2015","VP"
"1142","HGNC:10825","VP"
"1143","HGNC:10564","VP"
"1144","HGNC:3471","VP"
"1145","HGNC:6871","DL"
"1146","HGNC:6872","VN"
"1147","HGNC:6875","VP"
"1148","HGNC:6847","DL"
"1149","HGNC:6848","SV"
"1150","HGNC:6859","DL"
"1151","HGNC:6860","VP"
"1152","HGNC:6849","VP"
"1153","HGNC:6851","DL"
"1154","HGNC:29536","VP"
"1155","HGNC:9082","DL"
"1156","HGNC:9083","DL"
"1157","HGNC:4417","DL"
"1158","HGNC:5227","VP"
"1159","HGNC:2754","VP"
"1160","HGNC:74","VP"
"1161","HGNC:13499","SV"
"1162","HGNC:8042","CL"
"1163","HGNC:13652","CL"
"1164","HGNC:9182","VP"
"1165","HGNC:12628","CL"
"1166","HGNC:222","DL"
"1167","HGNC:13326","VP"
"1168","HGNC:816","VP"
"1169","HGNC:17513","VP"
"1170","HGNC:11059","VP"
"1171","HGNC:13415","VP"
"1172","HGNC:7171","VN"
"1173","HGNC:10256","DL"
"1174","HGNC:10257","DL"
"1175","HGNC:30719","VP"
"1176","HGNC:10661","VP"
"1177","HGNC:10659","VP"
"1178","HGNC:67","VP"
"1179","HGNC:16758","VP"
"1180","HGNC:916","VP"
"1181","HGNC:17009","VP"
"1182","HGNC:16403","SV"
"1183","HGNC:17146","VP"
"1184","HGNC:30321","DL"
"1185","HGNC:4796","VP"
"1186","HGNC:2079","VP"
"1187","HGNC:17268","CL"
"1188","HGNC:24835","VP"
"1189","HGNC:11699","VP"
"1190","HGNC:917","SV"
"1191","HGNC:9313","VP"
"1192","HGNC:9311","VP"
"1193","HGNC:13414","VP"
"1194","HGNC:30040","VP"
"1195","HGNC:11250","VP"
"1196","HGNC:9935","VN"
"1197","HGNC:10818","VP"
"1198","HGNC:13410","VP"
"1199","HGNC:30418","VP"
"1200","HGNC:6120","VP"
"1201","HGNC:548","VN"
"1202","HGNC:11304","CL"
"1203","HGNC:11620","DL"
"1204","HGNC:9171","DL"
"1205","HGNC:13900","VP"
"1206","HGNC:9040","VP"
"1207","HGNC:17364","CL"
"1208","HGNC:24323","VP"
"1209","HGNC:11496","VP"
"1210","HGNC:14073","VP"
"1211","HGNC:13266","CL"
"1212","HGNC:4595","VP"
"1213","HGNC:4598","VP"
"1214","HGNC:4599","VP"
"1215","HGNC:4600","VP"
"1216","HGNC:1514","DL"
"1217","HGNC:30292","SV"
"1218","HGNC:19238","VP"
"1219","HGNC:17438","VP"
"1220","HGNC:8057","CL"
"1221","HGNC:4428","VN"
"1222","HGNC:8812","VN"
"1223","HGNC:8066","CL"
"1224","HGNC:19681","VP"
"1225","HGNC:19681","VP"
"1226","HGNC:2858","VP"
"1227","HGNC:15588","VP"
"1228","HGNC:19311","DL"
"1229","HGNC:23196","SV"
"1230","HGNC:30551","CL"
"1231","HGNC:4699","DL"
"1232","HGNC:33","DL"
"1233","HGNC:42","SV"
"1234","HGNC:23530","VP"
"1235","HGNC:21350","DL"
"1236","HGNC:10414","VP"
"1237","HGNC:56","VP"
"1238","HGNC:37","VP"
"1239","HGNC:8819","DL"
"1240","HGNC:6041","VP"
"1241","HGNC:53","VP"
"1242","HGNC:7098","VP"
"1243","HGNC:7975","DL"
"1244","HGNC:7977","VP"
"1245","HGNC:7985","DL"
"1246","HGNC:7966","VP"
"1247","HGNC:7972","SV"
"1248","HGNC:5476","VP"
"1249","HGNC:1478","VP"
"1250","HGNC:939","DL"
"1251","HGNC:14462","DL"
"1252","HGNC:17358","DL"
"1253","HGNC:973","VP"
"1254","HGNC:6612","VP"
"1255","HGNC:18415","VP"
"1256","HGNC:11371","VP"
"1257","HGNC:11371","VP"
"1258","HGNC:59","VP"
"1259","HGNC:3060","VP"
"1260","HGNC:11148","SV"
"1261","HGNC:13714","VP"
"1262","HGNC:20225","VP"
"1263","HGNC:1385","VP"
"1264","HGNC:1384","VP"
"1265","HGNC:1384","VP"
"1266","HGNC:7825","VP"
"1267","HGNC:8792","VP"
"1268","HGNC:4271","VP"
"1269","HGNC:6110","VP"
"1270","HGNC:24937","VP"
"1271","HGNC:19003","VP"
"1272","HGNC:28908","SV"
"1273","HGNC:11816","CL"
"1274","HGNC:13608","VP"
"1275","HGNC:24921","VP"
"1276","HGNC:9437","VP"
"1277","HGNC:405","VN"
"1278","HGNC:7128","VP"
"1279","HGNC:15679","VP"
"1280","HGNC:10968","VP"
"1281","HGNC:381","SV"
"1282","HGNC:10990","VP"
"1283","HGNC:10989","CL"
"1284","HGNC:681","SV"
"1285","HGNC:11322","VP"
"1286","HGNC:18411","SV"
"1287","HGNC:3098","DL"
"1288","HGNC:3808","VP"
"1289","HGNC:17366","VP"
"1290","HGNC:6646","VP"
"1291","HGNC:9639","DL"
"1292","HGNC:17557","CL"
"1293","HGNC:5026","VP"
"1294","HGNC:17712","VP"
"1295","HGNC:4010","DL"
"1296","HGNC:6633","VP"
"1297","HGNC:23589","DL"
"1298","HGNC:15987","CL"
"1299","HGNC:16027","VP"
"1300","HGNC:12620","VP"
"1301","HGNC:3436","DL"
"1302","HGNC:28617","VP"
"1303","HGNC:7891","VP"
"1304","HGNC:13587","VN"
"1305","HGNC:17875","VP"
"1306","HGNC:16510","VN"
"1307","HGNC:3571","SV"
"1308","HGNC:10983","VP"
"1309","HGNC:10519","SV"
"1310","HGNC:13552","DL"
"1311","HGNC:13611","VN"
"1312","HGNC:557","DL"
"1313","HGNC:24847","VP"
"1314","HGNC:13617","VP"
"1315","HGNC:2359","DL"
"1316","HGNC:19383","DL"
"1317","HGNC:8489","CL"
"1318","HGNC:6879","SV"
"1319","HGNC:9180","CL"
"1320","HGNC:23657","DL"
"1321","HGNC:17144","VN"
"1322","HGNC:11762","VP"
"1323","HGNC:11503","DL"
"1324","HGNC:2232","CL"
"1325","HGNC:16528","VP"
"1326","HGNC:11356","VP"
"1327","HGNC:16627","VN"
"1328","HGNC:11066","VN"
"1329","HGNC:17565","VP"
"1330","HGNC:8923","DL"
"1331","HGNC:11872","VP"
"1332","HGNC:30743","VN"
"1333","HGNC:838","CL"
"1334","HGNC:17792","VP"
"1335","HGNC:8657","VP"
"1336","HGNC:12618","VP"
"1337","HGNC:3788","VN"
"1338","HGNC:9363","VP"
"1339","HGNC:9760","DL"
"1340","HGNC:3149","VP"
"1341","HGNC:11442","VP"
"1342","HGNC:2084","VP"
"1343","HGNC:1782","VP"
"1344","HGNC:9012","VP"
"1345","HGNC:8052","VP"
"1346","HGNC:7905","VP"
"1347","HGNC:7220","VP"
"1348","HGNC:18001","CL"
"1349","HGNC:7449","VP"
"1350","HGNC:2519","CL"
"1351","HGNC:19297","VP"
"1352","HGNC:30661","CL"
"1353","HGNC:9843","VP"
"1354","HGNC:1157","CL"
"1355","HGNC:6960","CL"
"1356","HGNC:19869","VP"
"1357","HGNC:1087","VP"
"1358","HGNC:11233","VP"
"1359","HGNC:6453","VP"
"1360","HGNC:19355","CL"
"1361","HGNC:697","VP"
"1362","HGNC:13209","VP"
"1363","HGNC:9341","CL"
"1364","HGNC:2716","DL"
"1365","HGNC:7880","DL"
"1366","HGNC:19818","VP"
"1367","HGNC:377","VP"
"1368","HGNC:377","VP"
"1369","HGNC:9039","VP"
"1370","HGNC:8767","CL"
"1371","HGNC:6118","VP"
"1372","HGNC:6122","VP"
"1373","HGNC:9115","DL"
"1374","HGNC:895","VP"
"1375","HGNC:2955","SV"
"1376","HGNC:10549","DL"
"1377","HGNC:15561","VP"
"1378","HGNC:7774","SV"
"1379","HGNC:17890","VP"
"1380","HGNC:11514","VP"
"1381","HGNC:8801","SV"
"1382","HGNC:1393","VP"
"1383","HGNC:7506","DL"
"1384","HGNC:13534","SV"
"1385","HGNC:3706","VP"
"1386","HGNC:1723","CL"
"1387","HGNC:10064","VP"
"1388","HGNC:8599","VP"
"1389","HGNC:9326","VP"
"1390","HGNC:10068","VP"
"1391","HGNC:17177","VP"
"1392","HGNC:17177","VP"
"1393","HGNC:10666","VP"
"1394","HGNC:10726","DL"
"1395","HGNC:4525","VN"
"1396","HGNC:4444","VP"
"1397","HGNC:4670","SV"
"1398","HGNC:11174","DL"
"1399","HGNC:3043","CL"
"1400","HGNC:2941","SV"
"1401","HGNC:17174","VP"
"1402","HGNC:8725","VP"
"1403","HGNC:7859","VN"
"1404","HGNC:17662","DL"
"1405","HGNC:30866","VP"
"1406","HGNC:15607","CL"
"1407","HGNC:4882","VP"
"1408","HGNC:16463","CL"
"1409","HGNC:29857","VP"
"1410","HGNC:3518","DL"
"1411","HGNC:14672","CL"
"1412","HGNC:24288","VP"
"1413","HGNC:17376","VP"
"1414","HGNC:21289","SV"
"1415","HGNC:17379","VP"
"1416","HGNC:6365","VP"
"1417","HGNC:13430","VP"
"1418","HGNC:23215","DL"
"1419","HGNC:15476","CL"
"1420","HGNC:12424","VP"
"1421","HGNC:11530","VP"
"1422","HGNC:4181","CL"
"1423","HGNC:412","VP"
"1424","HGNC:20567","DL"
"1425","HGNC:18696","VP"
"1426","HGNC:409","DL"
"1427","HGNC:17004","VP"
"1428","HGNC:50","VP"
"1429","HGNC:17700","VP"
"1430","HGNC:9907","DL"
"1431","HGNC:5298","VP"
"1432","HGNC:19034","VP"
"1433","HGNC:13818","DL"
"1434","HGNC:11598","DL"
"1435","HGNC:4040","DL"
"1436","HGNC:13575","CL"
"1437","HGNC:17796","SV"
"1438","HGNC:8517","SV"
"1439","HGNC:9240","VP"
"1440","HGNC:19316","VP"
"1441","HGNC:15848","VN"
"1442","HGNC:13658","VP"
"1443","HGNC:17851","CL"
"1444","HGNC:2902","VN"
"1445","HGNC:18563","VP"
"1446","HGNC:16039","VP"
"1447","HGNC:17623","VP"
"1448","HGNC:4034","VN"
"1449","HGNC:11140","VP"
"1450","HGNC:13450","CL"
"1451","HGNC:16910","VN"
"1452","HGNC:18177","VP"
"1453","HGNC:2852","VP"
"1454","HGNC:17759","DL"
"1455","HGNC:20146","VN"
"1456","HGNC:3424","CL"
"1457","HGNC:19039","VP"
"1458","HGNC:24175","VP"
"1459","HGNC:560","VP"
"1460","HGNC:11578","VN"
"1461","HGNC:16952","VP"
"1462","HGNC:225","DL"
"1463","HGNC:9286","VP"
"1464","HGNC:4907","VP"
"1465","HGNC:14388","VP"
"1466","HGNC:17922","VN"
"1467","HGNC:20376","SV"
"1468","HGNC:2810","VP"
"1469","HGNC:3819","DL"
"1470","HGNC:3821","VP"
"1471","HGNC:10250","DL"
"1472","HGNC:9106","VP"
"1473","HGNC:29531","DL"
"1474","HGNC:14662","VP"
"1475","HGNC:11047","VP"
"1476","HGNC:368","SV"
"1477","HGNC:13733","SV"
"1478","HGNC:28866","DL"
"1479","HGNC:28868","VP"
"1480","HGNC:6404","VP"
"1481","HGNC:3973","VP"
"1482","HGNC:29424","VP"
"1483","HGNC:17287","VP"
"1484","HGNC:13487","CL"
"1485","HGNC:6002","VN"
"1486","HGNC:6005","VP"
"1487","HGNC:6006","VP"
"1488","HGNC:13646","SV"
"1489","HGNC:14198","CL"
"1490","HGNC:13488","DL"
"1491","HGNC:3040","VP"
"1492","HGNC:10786","SV"
"1493","HGNC:13291","DL"
"1494","HGNC:8848","CL"
"1495","HGNC:3067","DL"
"1496","HGNC:8600","VP"
"1497","HGNC:13441","VP"
"1498","HGNC:13386","DL"
"1499","HGNC:13286","DL"
"1500","HGNC:12760","VP"
"1501","HGNC:10065","VP"
"1502","HGNC:11076","VP"
"1503","HGNC:9792","VN"
"1504","HGNC:166","SV"
"1505","HGNC:12868","VP"
"1506","HGNC:7473","DL"
"1507","HGNC:643","VP"
"1508","HGNC:4369","VP"
"1509","HGNC:1970","VP"
"1510","HGNC:16762","DL"
"1511","HGNC:6685","SV"
"1512","HGNC:13478","DL"
"1513","HGNC:12506","SV"
"1514","HGNC:11402","VP"
"1515","HGNC:14450","SV"
"1516","HGNC:14451","VN"
"1517","HGNC:9364","VP"
"1518","HGNC:13249","VP"
"1519","HGNC:8572","VN"
"1520","HGNC:12369","VP"
"1521","HGNC:12370","VP"
"1522","HGNC:14674","VP"
"1523","HGNC:18762","VP"
"1524","HGNC:15580","DL"
"1525","HGNC:30889","VP"
"1526","HGNC:11862","VN"
"1527","HGNC:24594","CL"
"1528","HGNC:7454","VN"
"1529","HGNC:17496","VP"
"1530","HGNC:9154","CL"
"1531","HGNC:15920","VN"
"1532","HGNC:4445","VP"
"1533","HGNC:4834","VP"
"1534","HGNC:7901","VP"
"1535","HGNC:16041","VP"
"1536","HGNC:13731","DL"
"1537","HGNC:29644","SV"
"1538","HGNC:1034","DL"
"1539","HGNC:13071","DL"
"1540","HGNC:16763","VP"
"1541","HGNC:7658","CL"
"1542","HGNC:7139","VP"
"1543","HGNC:9045","VP"
"1544","HGNC:12849","VP"
"1545","HGNC:5041","CL"
"1546","HGNC:17650","VP"
"1547","HGNC:5999","VP"
"1548","HGNC:25480","VP"
"1549","HGNC:23393","DL"
"1550","HGNC:6289","VP"
"1551","HGNC:30185","VP"
"1552","HGNC:16889","CL"
"1553","HGNC:21752","VP"
"1554","HGNC:21748","SV"
"1555","HGNC:837","CL"
"1556","HGNC:28430","DL"
"1557","HGNC:10682","CL"
"1558","HGNC:24437","VP"
"1559","HGNC:28942","VP"
"1560","HGNC:30239","VP"
"1561","HGNC:28482","VP"
"1562","HGNC:28482","VP"
"1563","HGNC:4403","VN"
"1564","HGNC:23287","SV"
"1565","HGNC:26034","CL"
"1566","HGNC:24114","CL"
"1567","HGNC:21398","VN"
"1568","HGNC:26116","VP"
"1569","HGNC:3275","CL"
"1570","HGNC:23999","CL"
"1571","HGNC:26181","VP"
"1572","HGNC:18327","VP"
"1573","HGNC:33772","CL"
"1574","HGNC:7693","DL"
"1575","HGNC:21643","VP"
"1576","HGNC:28889","VP"
"1577","HGNC:16410","VP"
"1578","HGNC:26946","SV"
"1579","HGNC:18624","VP"
"1580","HGNC:23518","CL"
"1581","HGNC:28691","CL"
"1582","HGNC:16405","CL"
"1583","HGNC:28006","DL"
"1584","HGNC:20325","VP"
"1585","HGNC:20361","CL"
"1586","HGNC:30863","DL"
"1587","HGNC:30081","CL"
"1588","HGNC:978","DL"
"1589","HGNC:18901","SV"
"1590","HGNC:32687","CL"
"1591","HGNC:20141","VN"
"1592","HGNC:22144","VP"
"1593","HGNC:26174","VP"
"1594","HGNC:14378","CL"
"1595","HGNC:24045","VP"
"1596","HGNC:24500","CL"
"1597","HGNC:18550","DL"
"1598","HGNC:29198","VP"
"1599","HGNC:20369","VP"
"1600","HGNC:25501","SV"
"1601","HGNC:7704","CL"
"1602","HGNC:21370","CL"
"1603","HGNC:29874","CL"
"1604","HGNC:18291","CL"
"1605","HGNC:862","VP"
"1606","HGNC:30559","CL"
"1607","HGNC:18028","CL"
"1608","HGNC:11546","DL"
"1609","HGNC:21607","VN"
"1610","HGNC:37243","VP"
"1611","HGNC:28331","VP"
"1612","HGNC:25382","VN"
"1613","HGNC:20213","DL"
"1614","HGNC:27314","VN"
"1615","HGNC:23217","VP"
"1616","HGNC:24588","VP"
"1617","HGNC:23400","VP"
"1618","HGNC:21401","VP"
"1619","HGNC:14046","CL"
"1620","HGNC:1336","VP"
"1621","HGNC:24590","DL"
"1622","HGNC:16809","SV"
"1623","HGNC:12007","VP"
"1624","HGNC:24138","VP"
"1625","HGNC:856","CL"
"1626","HGNC:26686","SV"
"1627","HGNC:4376","SV"
"1628","HGNC:34404","VP"
"1629","HGNC:30925","VP"
"1630","HGNC:26970","DL"
"1631","HGNC:30599","VP"
"1632","HGNC:10535","DL"
"1633","HGNC:12367","CL"
"1634","HGNC:20995","DL"
"1635","HGNC:15984","VP"
"1636","HGNC:28087","VP"
"1637","HGNC:9564","CL"
"1638","HGNC:20448","VP"
"1639","HGNC:33551","CL"
"1640","HGNC:24374","DL"
"1641","HGNC:25640","DL"
"1642","HGNC:28314","VP"
"1643","HGNC:15664","VP"
"1644","HGNC:21689","CL"
"1645","HGNC:17839","CL"
"1646","HGNC:24031","CL"
"1647","HGNC:28279","VP"
"1648","HGNC:26965","CL"
"1649","HGNC:26098","VP"
"1650","HGNC:11545","CL"
"1651","HGNC:24968","CL"
"1652","HGNC:9199","CL"
"1653","HGNC:14044","CL"
"1654","HGNC:19306","VP"
"1655","HGNC:24903","DL"
"1656","HGNC:16966","SV"
"1657","HGNC:26068","CL"
"1658","HGNC:24511","CL"
"1659","HGNC:24269","SV"
"1660","HGNC:20993","VP"
"1661","HGNC:23656","DL"
"1662","HGNC:33748","VP"
"1663","HGNC:28749","CL"
"1664","HGNC:17675","CL"
"1665","HGNC:27912","VP"
"1666","HGNC:6512","CL"
"1667","HGNC:17286","CL"
"1668","HGNC:16148","CL"
"1669","HGNC:24676","VP"
"1670","HGNC:18170","CL"
"1671","HGNC:3592","CL"
"1672","HGNC:14559","VP"
"1673","HGNC:9976","VP"
"1674","HGNC:7061","VP"
"1675","HGNC:32431","VP"
"1676","HGNC:8965","DL"
"1677","HGNC:20790","VP"
"1678","HGNC:30240","CL"
"1679","HGNC:13234","DL"
"1680","HGNC:26053","CL"
"1681","HGNC:15452","SV"
"1682","HGNC:30728","CL"
"1683","HGNC:20320","VP"
"1684","HGNC:10293","CL"
"1685","HGNC:24561","VP"
"1686","HGNC:3211","DL"
"1687","HGNC:25714","VP"
"1688","HGNC:16389","VP"
"1689","HGNC:28439","CL"
"1690","HGNC:16105","SV"
"1691","HGNC:23375","DL"
"1692","HGNC:29865","CL"
"1693","HGNC:27468","VP"
"1694","HGNC:28842","VP"
"1695","HGNC:2958","VP"
"1696","HGNC:2958","VP"
"1697","HGNC:2958","VP"
"1698","HGNC:2958","VP"
"1699","HGNC:2958","VP"
"1700","HGNC:24978","VP"
"1701","HGNC:19697","VP"
"1702","HGNC:1913","CL"
"1703","HGNC:28346","DL"
"1704","HGNC:25222","VP"
"1705","HGNC:3823","DL"
"1706","HGNC:23245","VP"
"1707","HGNC:24986","VP"
"1708","HGNC:29876","DL"
"1709","HGNC:28287","CL"
"1710","HGNC:20310","VP"
"1711","HGNC:13830","VP"
"1712","HGNC:25503","CL"
"1713","HGNC:25503","CL"
"1714","HGNC:32698","VP"
"1715","HGNC:26076","VP"
"1716","HGNC:1020","CL"
"1717","HGNC:13596","VP"
"1718","HGNC:12391","CL"
"1719","HGNC:20967","VP"
"1720","HGNC:20290","VP"
"1721","HGNC:28969","VP"
"1722","HGNC:25072","SV"
"1723","HGNC:16285","SV"
"1724","HGNC:29181","VP"
"1725","HGNC:29364","VP"
"1726","HGNC:6742","DL"
"1727","HGNC:24731","CL"
"1728","HGNC:5001","DL"
"1729","HGNC:25874","SV"
"1730","HGNC:24612","SV"
"1731","HGNC:18380","VP"
"1732","HGNC:622","SV"
"1733","HGNC:91","VP"
"1734","HGNC:13526","SV"
"1735","HGNC:21361","VN"
"1736","HGNC:26164","VP"
"1737","HGNC:21649","VP"
"1738","HGNC:7413","DL"
"1739","HGNC:8654","DL"
"1740","HGNC:18808","VP"
"1741","HGNC:6305","SV"
"1742","HGNC:14525","CL"
"1743","HGNC:25512","CL"
"1744","HGNC:24616","DL"
"1745","HGNC:24217","DL"
"1746","HGNC:10680","CL"
"1747","HGNC:30834","SV"
"1748","HGNC:30739","CL"
"1749","HGNC:23578","VN"
"1750","HGNC:20175","VP"
"1751","HGNC:28005","CL"
"1752","HGNC:20286","CL"
"1753","HGNC:16787","DL"
"1754","HGNC:15831","VP"
"1755","HGNC:6723","VP"
"1756","HGNC:28291","CL"
"1757","HGNC:29600","CL"
"1758","HGNC:11108","DL"
"1759","HGNC:28209","SV"
"1760","HGNC:9563","VN"
"1761","HGNC:24628","CL"
"1762","HGNC:29030","SV"
"1763","HGNC:24857","CL"
"1764","HGNC:21529","DL"
"1765","HGNC:29661","VP"
"1766","HGNC:16102","VP"
"1767","HGNC:24025","CL"
"1768","HGNC:7113","VP"
"1769","HGNC:7113","VP"
"1770","HGNC:20748","VP"
"1771","HGNC:23244","CL"
"1772","HGNC:16909","CL"
"1773","HGNC:8587","CL"
"1774","HGNC:28833","DL"
"1775","HGNC:1080","CL"
"1776","HGNC:16185","CL"
"1777","HGNC:15468","CL"
"1778","HGNC:17179","VP"
"1779","HGNC:29177","DL"
"1780","HGNC:28191","VP"
"1781","HGNC:30689","VP"
"1782","HGNC:9553","CL"
"1783","HGNC:4175","VP"
"1784","HGNC:24525","SV"
"1785","HGNC:18429","VP"
"1786","HGNC:26998","VP"
"1787","HGNC:736","VP"
"1788","HGNC:3679","VP"
"1789","HGNC:26996","VP"
"1790","HGNC:12482","VP"
"1791","HGNC:7690","CL"
"1792","HGNC:4441","VP"
"1793","HGNC:26072","VP"
"1794","HGNC:14283","VP"
"1795","HGNC:27232","VP"
"1796","HGNC:26406","SV"
"1797","HGNC:25564","SV"
"1798","HGNC:15520","VP"
"1799","HGNC:28769","VP"
"1800","HGNC:28046","CL"
"1801","HGNC:24877","DL"
"1802","HGNC:8866","CL"
"1803","HGNC:28203","VP"
"1804","HGNC:3266","CL"
"1805","HGNC:20472","SV"
"1806","HGNC:25193","VP"
"1807","HGNC:18666","CL"
"1808","HGNC:17351","CL"
"1809","HGNC:16133","VP"
"1810","HGNC:23789","CL"
"1811","HGNC:2554","VP"
"1812","HGNC:20466","CL"
"1813","HGNC:8827","VP"
"1814","HGNC:25559","SV"
"1815","HGNC:20039","SV"
"1816","HGNC:19213","VP"
